Title,Production,Episodes,Source,Genre,Airdate,Rating,Voters,Theme
Zero no Tsukaima: Futatsuki no Kishi,J.C.Staff,12,Light novel,"Action,Adventure,Comedy,Fantasy,Romance,Ecchi","Jul 9, 2007, 00:30 (JST)",7.44,"449,415","Harem,School"
Ichiban Ushiro no Daimaou,Artland,12,Light novel,"Action,Comedy,Fantasy,Ecchi","Apr 3, 2010",6.81,"448,763","Harem,School"
Evangelion: 1.0 You Are (Not) Alone,Khara,1,Original,"Action,Drama,Sci-Fi",,8.03,"445,507","Mecha,Psychological"
Full Metal Panic!,Gonzo,24,Light novel,"Action,Comedy,Sci-Fi","Jan 8, 2002, 18:30 (JST)",7.63,"441,164","Mecha,Military"
Sword Art Online: Alicization - War of Underworld 2nd Season,A-1 Pictures,11,Light novel,"Action,Adventure,Fantasy,Romance","Jul 12, 2020, 00:00 (JST)",7.44,"437,553",Game
Sousei no Onmyouji,Studio Pierrot,50,Manga,"Action,Fantasy,Romance,Supernatural","Apr 6, 2016, 18:25 (JST)",7.31,"432,200",Shounen
Kenja no Mago,SILVER LINK.,12,Light novel,"Action,Comedy,Fantasy,Romance","Apr 10, 2019, 23:30 (JST)",6.59,"430,954",Funimation
Bungou Stray Dogs 3rd Season,Bones,12,Manga,"Action,Mystery,Supernatural","Apr 12, 2019, 22:30 (JST)",8.20,"430,101",Super Power
Tensei shitara Slime Datta Ken 2nd Season Part 2,8bit,12,Manga,"Action,Adventure,Comedy,Fantasy","Jul 6, 2021, 23:00 (JST)",8.31,"429,516",Demons
Gintama',Sunrise,51,Manga,"Action,Comedy,Sci-Fi","Apr 4, 2011, 18:00 (JST)",9.06,"429,144","Historical,Parody,Samurai"
Black Lagoon: The Second Barrage,Madhouse,12,Manga,Action,"Oct 3, 2006, 01:59 (JST)",8.18,"428,996",Seinen
Evangelion: 2.0 You Can (Not) Advance,Khara,1,Original,"Action,Drama,Sci-Fi",,8.33,"428,137","Mecha,Psychological"
Rurouni Kenshin: Meiji Kenkaku Romantan,Gallop,94,Manga,"Action,Adventure,Comedy,Romance","Jan 10, 1996, 19:30 (JST)",8.30,"427,171","Historical,Samurai"
Durarara!!x2 Shou,Shuka,12,Light novel,"Action,Mystery,Supernatural","Jan 10, 2015, 23:30 (JST)",8.00,"426,611",Aniplex of America
Tokyo Ravens,8bit,24,Light novel,"Action,Comedy,Romance,Supernatural","Oct 9, 2013, 00:30 (JST)",7.47,"424,807",School
Megalo Box,TMS Entertainment,13,Original,"Action,Drama,Sci-Fi,Sports","Apr 6, 2018, 01:28 (JST)",7.90,"423,540",VIZ Media
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,J.C.Staff,12,Light novel,"Action,Adventure,Comedy,Fantasy,Romance","Oct 3, 2020, 00:30 (JST)",7.45,"421,101",Sentai Filmworks
Re:Creators,TROYCA,22,Original,"Action,Fantasy,Sci-Fi","Apr 8, 2017, 23:30 (JST)",7.56,"411,174",Mecha
Boku no Hero Academia the Movie 2: Heroes:Rising,Bones,1,Manga,Action,,8.05,"408,645",Super Power
Darwin's Game,Nexus,11,Manga,"Action,Mystery,Sci-Fi","Jan 4, 2020, 00:00 (JST)",7.27,"408,467",Super Power
Kaze no Stigma,Gonzo,24,Light novel,"Action,Romance,Supernatural","Apr 13, 2007, 01:30 (JST)",7.21,"408,370",Funimation
Magi: Sinbad no Bouken (TV),Lay-duce,13,Manga,"Action,Adventure,Fantasy","Apr 16, 2016, 02:25 (JST)",7.86,"408,335",Shounen
Toaru Majutsu no Index II,J.C.Staff,24,Light novel,"Action,Sci-Fi","Oct 8, 2010, 23:30 (JST)",7.57,"404,911",Super Power
Shingeki no Kyojin: Kuinaki Sentaku,Wit Studio,2,Visual novel,"Action,Fantasy",,8.41,"404,481",Shoujo
86,A-1 Pictures,11,Light novel,"Action,Drama,Sci-Fi","Apr 11, 2021, 00:00 (JST)",8.20,"401,329","Mecha,Military"
Fate/Apocrypha,A-1 Pictures,25,Light novel,"Action,Drama,Fantasy,Supernatural","Jul 2, 2017, 00:00 (JST)",7.17,"400,004",Aniplex of America
Zero no Tsukaima: Princesses no Rondo,J.C.Staff,12,Light novel,"Action,Adventure,Comedy,Fantasy,Romance,Ecchi","Jul 7, 2008, 00:30 (JST)",7.36,"398,812","Harem,School"
Fairy Tail: Final Series,A-1 Pictures,51,Manga,"Action,Adventure,Comedy,Fantasy","Oct 7, 2018, 07:00 (JST)",7.53,"397,994",Shounen
High School DxD Hero,Passione,12,Light novel,"Action,Comedy,Romance,Ecchi","Apr 17, 2018, 23:00 (JST)",7.26,"390,954","Demons,Harem,School"
Dorohedoro,MAPPA,12,Manga,"Action,Comedy,Fantasy,Horror","Jan 13, 2020, 00:00 (JST)",8.08,"385,927",Seinen
Boruto: Naruto the Movie,Studio Pierrot,1,Manga,"Action,Comedy",,7.44,"385,835","Martial Arts,Super Power"
No.6,Bones,11,Novel,"Action,Drama,Mystery,Sci-Fi","Jul 8, 2011, 01:15 (JST)",7.57,"377,355",Sentai Filmworks
Darker than Black: Ryuusei no Gemini,Bones,12,Original,"Action,Mystery,Sci-Fi","Oct 9, 2009",7.45,"376,126",Super Power
Kizumonogatari III: Reiketsu-hen,Shaft,1,Light novel,"Action,Mystery,Supernatural",,8.81,"371,721",Vampire
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,J.C.Staff,12,Light novel,"Action,Adventure,Fantasy","Apr 15, 2017, 00:30 (JST)",7.05,"369,304",Sentai Filmworks
Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,SILVER LINK.,12,Light novel,"Action,Adventure,Comedy,Fantasy,Sci-Fi","Jan 8, 2020, 22:00 (JST)",7.56,"368,075",Game
Shingeki no Kyojin OVA,Wit Studio,3,Manga,"Action,Drama,Fantasy",,7.86,"367,417",Super Power
Gleipnir,Pine Jam,13,Manga,"Action,Mystery,Supernatural,Ecchi","Apr 5, 2020, 23:30 (JST)",7.01,"366,760",Seinen
Kara no Kyoukai 1: Fukan Fuukei,ufotable,1,Light novel,"Action,Mystery,Supernatural,Suspense",,7.61,"364,282",Aniplex of America
Shingeki no Kyojin: The Final Season Part 2,MAPPA,?,Manga,"Action,Drama,Fantasy,Mystery","Jan 10, 2022, 00:05 (JST)",N/A,"363,888","Military,Super Power"
Kizumonogatari II: Nekketsu-hen,Shaft,1,Light novel,"Action,Mystery,Supernatural",,8.60,"363,867",Vampire
Shingeki no Bahamut: Genesis,MAPPA,12,Card game,"Action,Adventure,Fantasy,Supernatural","Oct 6, 2014, 23:30 (JST)",7.65,"361,136",Demons
Sekirei,Seven Arcs,12,Manga,"Action,Comedy,Ecchi","Jul 2, 2008, 23:30 (JST)",7.08,"359,850","Harem,Super Power"
Houseki no Kuni (TV),Orange,12,Manga,"Action,Drama,Fantasy,Mystery","Oct 7, 2017, 21:30 (JST)",8.40,"359,336",Seinen
Hagure Yuusha no Aesthetica,Arms,12,Light novel,"Action,Fantasy,Ecchi","Jul 6, 2012, 10:30 (JST)",6.81,"358,299",Super Power
Kekkai Sensen & Beyond,Bones,12,Manga,"Action,Comedy,Fantasy,Supernatural","Oct 8, 2017, 03:08 (JST)",7.83,"356,217","Super Power,Vampire"
Tate no Yuusha no Nariagari Season 2,DR Movie,?,Light novel,"Action,Adventure,Drama,Fantasy","Apr ??, 2022",N/A,"356,154",-
Digimon Adventure,Toei Animation,54,Other,"Action,Adventure,Comedy,Fantasy","Mar 7, 1999, 09:00 (JST)",7.77,"355,647",Kids
Koukaku Kidoutai: Stand Alone Complex,Production I.G,26,Manga,"Action,Sci-Fi","Oct 1, 2002",8.43,"351,446","Mecha,Military,Police"
Fate/stay night Movie: Heaven's Feel - I. Presage Flower,ufotable,1,Visual novel,"Action,Fantasy,Supernatural",,8.21,"350,308",Aniplex of America
Durarara!!x2 Ten,Shuka,12,Light novel,"Action,Mystery,Supernatural","Jul 4, 2015, 23:30 (JST)",7.99,"348,270",Aniplex of America
Kore wa Zombie Desu ka? of the Dead,Studio Deen,10,Light novel,"Action,Comedy,Supernatural,Ecchi","Apr 5, 2012",7.52,"346,733",Harem
Keijo!!!!!!!!,Xebec,12,Manga,"Action,Sports,Ecchi","Oct 6, 2016, 23:30 (JST)",6.97,"342,734",Shounen
IS: Infinite Stratos 2,8bit,12,Light novel,"Action,Comedy,Sci-Fi,Ecchi","Oct 4, 2013, 01:58 (JST)",6.50,"341,945","Harem,Mecha"
Kuroshitsuji: Book of Circus,A-1 Pictures,10,Manga,"Action,Comedy,Mystery,Supernatural","Jul 11, 2014, 02:19 (JST)",8.09,"340,929","Demons,Historical"
Evangelion: 3.0 You Can (Not) Redo,Khara,1,Original,"Action,Drama,Sci-Fi",,7.61,"340,769","Mecha,Psychological"
Blood+,Production I.G,50,Original,"Action,Drama,Horror,Mystery,Supernatural","Oct 8, 2005, 18:00 (JST)",7.64,"340,286","Military,Vampire"
Vivy: Fluorite Eye's Song,Wit Studio,13,Original,"Action,Sci-Fi,Suspense","Apr 3, 2021, 23:30 (JST)",8.49,"339,866",Music
Hidan no Aria,J.C.Staff,12,Light novel,"Action,Comedy,Romance","Apr 15, 2011",6.84,"336,693",School
Hitsugi no Chaika,Bones,12,Light novel,"Action,Adventure,Comedy,Fantasy,Romance","Apr 10, 2014, 01:05 (JST)",7.25,"336,396",Sentai Filmworks
Yu☆Gi☆Oh! Duel Monsters,Gallop,224,Manga,"Action,Adventure,Fantasy","Apr 18, 2000",7.46,"333,840",Game
Toaru Kagaku no Railgun S,J.C.Staff,24,Manga,"Action,Sci-Fi","Apr 12, 2013, 23:30 (JST)",8.04,"333,219",Super Power
Durarara!!x2 Ketsu,Shuka,12,Light novel,"Action,Mystery,Supernatural","Jan 9, 2016, 23:30 (JST)",8.08,"332,601",Aniplex of America
Arslan Senki (TV),LIDENFILMS,25,Manga,"Action,Adventure,Drama,Fantasy","Apr 5, 2015, 17:00 (JST)",7.68,"332,068",Historical
World Trigger,Toei Animation,73,Manga,"Action,Sci-Fi,Supernatural","Oct 5, 2014, 06:30 (JST)",7.58,"328,555",School
Saijaku Muhai no Bahamut,Lerche,12,Light novel,"Action,Fantasy,Romance,Supernatural,Ecchi","Jan 11, 2016, 22:30 (JST)",6.57,"328,233","Harem,Mecha,School"
Shinmai Maou no Testament Burst,Production IMS,10,Light novel,"Action,Fantasy,Romance,Ecchi","Oct 10, 2015, 01:40 (JST)",6.85,"327,517","Demons,Harem"
Panty & Stocking with Garterbelt,Gainax,13,Original,"Action,Comedy,Supernatural,Ecchi","Oct 2, 2010",7.72,"325,025",Parody
Shaman King,Xebec,64,Manga,"Action,Adventure,Comedy,Supernatural","Jul 4, 2001, 18:30 (JST)",7.77,"324,831",Super Power
Black★Rock Shooter (TV),Ordet,8,Other,"Action,Drama","Feb 3, 2012, 00:45 (JST)",6.82,"320,383",Super Power
Air Gear,Toei Animation,25,Manga,"Action,Comedy,Sports,Ecchi","Apr 5, 2006, 01:00 (JST)",7.51,"317,970",Shounen
Seireitsukai no Blade Dance,TNK,12,Light novel,"Action,Comedy,Fantasy,Romance,Supernatural,Ecchi","Jul 14, 2014, 20:30 (JST)",6.75,"316,370","Harem,School"
Mirai Nikki: Redial,asread.,1,Manga,"Action,Supernatural",,7.34,"315,736",Psychological
Quanzhi Gaoshou,B.CMAY PICTURES,12,Novel,Action,,7.93,"315,407",Game
Dragon Ball Kai,Toei Animation,97,Manga,"Action,Adventure,Comedy,Fantasy","Apr 5, 2009, 09:00 (JST)",7.71,"315,357","Martial Arts,Super Power"
Afro Samurai,Gonzo,5,Original,"Action,Adventure","May 3, 2007",7.36,"314,431",Samurai
Hundred,Production IMS,12,Light novel,"Action,Romance,Sci-Fi,Ecchi","Apr 5, 2016, 02:05 (JST)",6.33,"313,289","Harem,Mecha,School"
Gantz,Gonzo,13,Manga,"Action,Drama,Horror,Sci-Fi,Supernatural,Ecchi","Apr 13, 2004",7.02,"312,884",Psychological
Busou Shoujo Machiavellianism,Connect,12,Manga,"Action,Comedy","Apr 5, 2017, 23:00 (JST)",6.92,"311,204",School
Cowboy Bebop: Tengoku no Tobira,Bones,1,Original,"Action,Drama,Mystery,Sci-Fi",,8.38,"310,156",Space
Akudama Drive,Studio Pierrot,12,Original,"Action,Sci-Fi","Oct 8, 2020, 21:30 (JST)",7.65,"307,341",Funimation
Redline,Madhouse,1,Original,"Action,Sci-Fi,Sports",,8.29,"302,943",Cars
Suisei no Gargantia,Production I.G,13,Original,"Action,Adventure,Sci-Fi","Apr 7, 2013, 22:00 (JST)",7.47,"302,022",Mecha
Blood-C,Production I.G,12,Manga,"Action,Horror,Mystery,Supernatural","Jul 8, 2011",6.53,"300,804","School,Vampire"
Jormungand,White Fox,12,Manga,"Action,Adventure","Apr 11, 2012",7.82,"300,644",Seinen
Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,Lerche,12,Game,"Action,Horror,Mystery","Jul 11, 2016, 23:00 (JST)",7.29,"298,937",Psychological
Berserk,GEMBA,12,Manga,"Action,Adventure,Drama,Fantasy,Horror,Supernatural","Jul 1, 2016, 22:30 (JST)",6.31,"297,951",Demons
Nanatsu no Taizai: Fundo no Shinpan,Studio Deen,24,Manga,"Action,Adventure,Fantasy,Supernatural","Jan 13, 2021, 17:55 (JST)",6.62,"296,946",Shounen
Phantom: Requiem for the Phantom,Bee Train,26,Visual novel,"Action,Drama,Suspense","Apr 3, 2009, 02:15 (JST)",7.98,"296,933",Seinen
Plunderer,GEEK TOYS,24,Manga,"Action,Fantasy,Ecchi","Jan 9, 2020, 01:05 (JST)",6.56,"294,613",Shounen
Wolf's Rain,Bones,26,Original,"Action,Adventure,Drama,Fantasy,Mystery,Sci-Fi","Jan 7, 2003, 02:10 (JST)",7.81,"292,578","Bandai Entertainment,Funimation"
Ben-To,David Production,12,Light novel,"Action,Comedy,Gourmet","Oct 9, 2011",7.24,"292,473",Martial Arts
Tales of Zestiria the Cross,ufotable,12,Game,"Action,Adventure,Fantasy","Jul 10, 2016, 23:00 (JST)",7.27,"291,123",Funimation
K: Return of Kings,GoHands,13,Original,"Action,Supernatural","Oct 3, 2015, 01:55 (JST)",7.59,"290,083",Super Power
Freezing,A.C.G.T.,12,Manga,"Action,Drama,Romance,Sci-Fi,Ecchi","Jan 8, 2011, 09:30 (JST)",6.85,"289,952","Harem,Martial Arts"
Code:Breaker,Kinema Citrus,13,Manga,"Action,Comedy,Supernatural","Oct 7, 2012",6.75,"289,125","School,Super Power"
Seikon no Qwaser,Hoods Entertainment,24,Manga,"Action,Supernatural,Ecchi","Jan 10, 2010, 03:28 (JST)",6.39,"288,734",Super Power
"Kumo Desu ga, Nani ka?",Millepensee,24,Light novel,"Action,Adventure,Comedy,Fantasy,Mystery","Jan 8, 2021, 21:30 (JST)",7.45,"288,347",-
Machine-Doll wa Kizutsukanai,Lerche,12,Light novel,"Action,Fantasy,Ecchi","Oct 7, 2013, 20:30 (JST)",7.10,"288,140",School
Stranger: Mukou Hadan,Bones,1,Original,"Action,Adventure",,8.29,"288,140","Historical,Samurai"
Noragami OVA,Bones,2,Manga,"Action,Adventure,Comedy,Supernatural",,7.74,"287,087",Shounen
Shakugan no Shana II (Second),J.C.Staff,24,Light novel,"Action,Drama,Fantasy,Romance,Supernatural","Oct 5, 2007, 01:25 (JST)",7.58,"285,507",School
Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,ufotable,1,Visual novel,"Action,Fantasy,Supernatural",,8.55,"285,430",Aniplex of America
B: The Beginning,Production I.G,12,Original,"Action,Mystery,Supernatural,Suspense",,7.25,"284,600","Police,Psychological"
Aldnoah.Zero 2nd Season,A-1 Pictures,12,Original,"Action,Sci-Fi","Jan 11, 2015, 00:00 (JST)",6.94,"283,037","Mecha,Space"
BNA,Trigger,12,Original,"Action,Fantasy","Apr 9, 2020, 00:55 (JST)",7.39,"282,550",Super Power
Kimetsu no Yaiba: Yuukaku-hen,ufotable,?,Manga,"Action,Supernatural","Dec 5, 2021, 23:15 (JST)",N/A,"282,445","Demons,Historical"
Kishuku Gakkou no Juliet,LIDENFILMS,12,Manga,"Action,Comedy,Romance","Oct 6, 2018, 01:25 (JST)",7.46,"281,940",School
Dragon Ball Super: Broly,Toei Animation,1,Manga,"Action,Adventure,Fantasy",,8.12,"279,130","Martial Arts,Super Power"
Initial D First Stage,Gallop,26,Manga,"Action,Drama,Sports","Apr 19, 1998, 00:00 (JST)",8.30,"279,014",Cars
Devil May Cry,Madhouse,12,Game,"Action,Fantasy","Jun 14, 2007, 23:00 (JST)",6.96,"277,765",Demons
Golden Kamuy,Geno Studio,12,Manga,"Action,Adventure","Apr 9, 2018, 23:00 (JST)",7.85,"276,921",Historical
Nanbaka,Satelight,13,Web manga,"Action,Comedy,Drama","Oct 5, 2016, 03:00 (JST)",7.34,"275,812",Funimation
Witch Craft Works,J.C.Staff,12,Manga,"Action,Fantasy,Supernatural","Jan 5, 2014",7.03,"275,468",Seinen
One Punch Man: Road to Hero,Madhouse,1,Web manga,"Action,Comedy,Sci-Fi,Supernatural",,7.71,"274,958","Parody,Super Power"
Fate/stay night: Unlimited Blade Works Prologue,ufotable,1,Visual novel,"Action,Fantasy,Supernatural",,8.07,"274,192",Aniplex of America
Naruto: Shippuuden Movie 6 - Road to Ninja,Studio Pierrot,1,Manga,"Action,Adventure",,7.67,"273,945","Martial Arts,Super Power"
Sword Art Online: Extra Edition,A-1 Pictures,1,Light novel,"Action,Adventure,Fantasy,Romance",,6.56,"273,656",Game
Chainsaw Man,MAPPA,?,Manga,"Action,Adventure","??? ??, ????",N/A,"273,446",Demons
Nejimaki Seirei Senki: Tenkyou no Alderamin,Madhouse,13,Light novel,"Action,Adventure,Fantasy","Jul 9, 2016, 01:05 (JST)",7.69,"273,435",Military
Takt Op. Destiny,Madhouse,?,Other,"Action,Fantasy","Oct 6, 2021, 00:00 (JST)",7.86,"271,106",Music
Dimension W,Orange,12,Manga,"Action,Sci-Fi","Jan 10, 2016, 22:30 (JST)",7.20,"271,074",Seinen
Kemono Jihen,Ajia-Do,12,Manga,"Action,Mystery,Supernatural","Jan 10, 2021, 22:00 (JST)",7.43,"269,339",Demons
Full Metal Panic? Fumoffu,Kyoto Animation,12,Light novel,"Action,Comedy","Aug 26, 2003",8.05,"269,326",School
C: The Money of Soul and Possibility Control,Tatsunoko Production,11,Original,"Action,Mystery,Suspense","Apr 15, 2011, 00:45 (JST)",7.21,"268,433",Super Power
Taimadou Gakuen 35 Shiken Shoutai,SILVER LINK.,12,Light novel,"Action,Fantasy,Romance,Supernatural,Ecchi","Oct 8, 2015, 01:05 (JST)",6.85,"268,378","Harem,Military"
Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,Lerche,11,Game,"Action,Horror,Mystery","Jul 14, 2016, 23:30 (JST)",7.43,"267,031","Psychological,School"
Densetsu no Yuusha no Densetsu,Zexcs,24,Light novel,"Action,Adventure,Fantasy","Jul 2, 2010",7.56,"265,403",Shounen
Mahouka Koukou no Rettousei: Raihousha-hen,8bit,13,Light novel,"Action,Romance,Sci-Fi,Supernatural","Oct 4, 2020, 00:30 (JST)",7.28,"265,077",School
Seiken Tsukai no World Break,Diomedéa,12,Light novel,"Action,Fantasy,Romance,Supernatural","Jan 12, 2015, 01:05 (JST)",6.84,"265,044","Harem,School"
Shijou Saikyou no Deshi Kenichi,TMS Entertainment,50,Manga,"Action,Comedy","Oct 7, 2006",8.08,"264,867","Martial Arts,School"
Gintama': Enchousen,Sunrise,13,Manga,"Action,Comedy,Sci-Fi","Oct 4, 2012, 18:00 (JST)",9.03,"261,304","Historical,Parody,Samurai"
One Punch Man Specials,Madhouse,6,Web manga,"Action,Comedy,Sci-Fi,Supernatural",,7.70,"261,225","Parody,Super Power"
"Sentouin, Hakenshimasu!",J.C.Staff,12,Light novel,"Action,Comedy,Fantasy","Apr 4, 2021, 21:00 (JST)",7.21,"260,970",Funimation
Baki,TMS Entertainment,26,Manga,Action,,7.23,"258,408",Martial Arts
Ore dake Haireru Kakushi Dungeon,Okuruto Noboru,12,Light novel,"Action,Adventure,Fantasy,Ecchi","Jan 9, 2021, 02:25 (JST)",6.30,"258,400",Harem
Code Geass: Fukkatsu no Lelouch,Sunrise,1,Original,"Action,Drama,Sci-Fi",,7.93,"257,464","Mecha,Military,Super Power"
Kino no Tabi: The Beautiful World,A.C.G.T.,13,Light novel,"Action,Adventure,Slice of Life","Apr 8, 2003, 18:30 (JST)",8.31,"255,757",Psychological
Ajin 2nd Season,Polygon Pictures,13,Manga,"Action,Horror,Mystery,Supernatural","Oct 8, 2016, 02:25 (JST)",7.62,"254,584",Seinen
Kämpfer,Nomad,12,Light novel,"Action,Comedy,Girls Love,Romance,Ecchi","Oct 2, 2009",6.41,"254,161","School,Super Power"
Girls & Panzer,Actas,12,Original,"Action,Sports","Oct 9, 2012, 01:00 (JST)",7.53,"253,655","Military,School"
Juuni Taisen,Graphinica,12,Novel,Action,"Oct 3, 2017, 23:30 (JST)",6.54,"251,799",Funimation
Grancrest Senki,A-1 Pictures,24,Light novel,"Action,Drama,Fantasy,Romance","Jan 6, 2018, 00:00 (JST)",7.23,"249,897",Aniplex of America
Jujutsu Kaisen 0 Movie,MAPPA,1,Manga,"Action,Supernatural",,N/A,"248,820",Demons
Deca-Dence,Nut,12,Original,"Action,Adventure,Sci-Fi","Jul 8, 2020, 23:30 (JST)",7.41,"248,763",Funimation
Naruto: Shippuuden Movie 1,Studio Pierrot,1,Manga,"Action,Adventure,Comedy,Fantasy",,7.29,"247,831",Shounen
Angel Beats! Specials,P.A. Works,2,Original,"Action,Comedy,Supernatural",,7.58,"247,351",School
Gintama.,Bandai Namco Pictures,12,Manga,"Action,Comedy,Sci-Fi","Jan 9, 2017, 01:35 (JST)",8.98,"246,747","Historical,Parody,Samurai"
Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Studio Deen,4,Manga,"Action,Drama,Romance",,8.72,"245,979","Historical,Martial Arts,Samurai"
Maken-Ki!,AIC Spirits,12,Manga,"Action,Ecchi","Oct 5, 2011",6.36,"245,765","Harem,Martial Arts,School,Super Power"
Taboo Tattoo,J.C.Staff,12,Manga,"Action,Mystery,Supernatural","Jul 5, 2016, 02:05 (JST)",5.76,"245,504","Martial Arts,Super Power"
SSSS.Gridman,Trigger,12,Original,"Action,Sci-Fi","Oct 7, 2018, 00:00 (JST)",7.14,"245,474",Mecha
Evangelion: 3.0+1.0 Thrice Upon a Time,Khara,1,Original,"Action,Drama,Sci-Fi",,8.69,"244,999","Mecha,Psychological"
Nanatsu no Taizai Movie 1: Tenkuu no Torawarebito,A-1 Pictures,1,Manga,"Action,Adventure,Fantasy,Supernatural",,7.15,"243,561",Shounen
Isekai Cheat Magician,Encourage Films,12,Light novel,"Action,Adventure,Fantasy","Jul 10, 2019, 22:00 (JST)",5.41,"242,210",-
Akuma no Riddle,Diomedéa,12,Manga,"Action,Girls Love","Apr 4, 2014",6.62,"241,095",School
Nurarihyon no Mago,Studio Deen,24,Manga,"Action,Supernatural","Jul 6, 2010, 01:44 (JST)",7.63,"240,846",Demons
InuYasha: Kanketsu-hen,Sunrise,26,Manga,"Action,Adventure,Comedy,Fantasy,Romance,Supernatural","Oct 4, 2009, 02:20 (JST)",8.21,"239,691","Demons,Historical"
Full Metal Panic! The Second Raid,Kyoto Animation,13,Light novel,Action,"Jul 14, 2005, 00:00 (JST)",7.94,"239,687","Mecha,Military"
Bleach Movie 1: Memories of Nobody,Studio Pierrot,1,Manga,"Action,Adventure,Comedy,Supernatural",,7.44,"239,341",Super Power
Masou Gakuen HxH,Production IMS,12,Light novel,"Action,Comedy,Fantasy,Romance,Sci-Fi,Ecchi","Jul 6, 2016, 00:30 (JST)",6.15,"238,781","Harem,School"
Black Lagoon: Roberta's Blood Trail,Madhouse,5,Manga,Action,,8.03,"238,327",Seinen
Fate/kaleid liner Prisma☆Illya,SILVER LINK.,10,Manga,"Action,Comedy,Fantasy","Jul 13, 2013, 01:30 (JST)",7.07,"238,263",Sentai Filmworks
Persona 4 the Animation,AIC ASTA,25,Game,"Action,Adventure,Mystery,Sci-Fi,Supernatural","Oct 7, 2011",7.51,"238,195","School,Super Power"
Ao no Exorcist Movie,A-1 Pictures,1,Manga,"Action,Fantasy,Supernatural",,7.60,"238,014",Demons
Shingeki no Kyojin: Lost Girls,Wit Studio,3,Novel,"Action,Drama,Fantasy,Horror,Supernatural",,7.79,"237,153",-
Darker than Black: Kuro no Keiyakusha Gaiden,Bones,4,Original,"Action,Mystery,Sci-Fi",,7.94,"234,263",Super Power
Psycho-Pass Movie,Production I.G,1,Original,"Action,Sci-Fi",,7.72,"234,074","Military,Police"
Servamp,Brain's Base,12,Manga,"Action,Comedy,Drama,Supernatural","Jul 5, 2016, 23:00 (JST)",6.90,"233,989",Vampire
Fate/stay night Movie: Heaven's Feel - III. Spring Song,ufotable,1,Visual novel,"Action,Fantasy,Supernatural",,8.74,"231,492",Aniplex of America
K: Missing Kings,GoHands,1,Original,"Action,Supernatural",,7.66,"227,996",Super Power
Mahou Sensou,Madhouse,12,Light novel,"Action,Fantasy","Jan 10, 2014",6.00,"223,803",Sentai Filmworks
Noragami Aragoto OVA,Bones,2,Manga,"Action,Adventure,Comedy,Supernatural",,7.88,"223,792",Shounen
Pokemon Movie 01: Mewtwo no Gyakushuu,OLM,1,Game,"Action,Adventure,Comedy,Drama,Fantasy",,7.63,"223,403",Kids
Zero kara Hajimeru Mahou no Sho,White Fox,12,Light novel,"Action,Adventure,Fantasy","Apr 10, 2017, 23:30 (JST)",7.08,"221,443",Sentai Filmworks
Kuusen Madoushi Kouhosei no Kyoukan,Diomedéa,12,Light novel,"Action,Drama,Fantasy","Jul 9, 2015, 00:30 (JST)",6.35,"221,207",School
Medaka Box,Asahi Production,12,Manga,"Action,Comedy,Ecchi","Apr 5, 2012, 01:50 (JST)",7.04,"220,785","Martial Arts,School,Super Power"
Naruto: Shippuuden Movie 2 - Kizuna,Studio Pierrot,1,Manga,"Action,Supernatural",,7.28,"219,535",Martial Arts
11eyes,Doga Kobo,12,Visual novel,"Action,Supernatural,Ecchi","Oct 7, 2009, 01:00 (JST)",6.11,"218,653",Super Power
Promare,Trigger,1,Original,"Action,Sci-Fi",,8.01,"218,300","Mecha,Super Power"
